ID;Sex;Age;State;Account length;Phone number;Plans;Number vmail messages;Total day minutes;Total day calls;Total day charge;Total eve minutes;Total eve calls;Total eve charge;Total night minutes;Total night calls;Total night charge;Total intl minutes;Total intl calls;Total intl charge;Total charge;Customer service calls;Churn
51840;Male;39.0;WA;118;510 874 56 17;None;0;113.0;80.0;19.21;150.1;87.0;12.76;204.3;115.0;9.19;10.8;4.0;2.92;44.08;2;0
51891;Female;41.0;VT;103;510 168 88 68;None;0;246.5;47.0;41.91;195.5;84.0;16.62;200.5;96.0;9.02;11.7;4.0;3.16;70.71;1;0
51950;Male;27.0;GA;64;510 542 21 35;None;0;216.9;78.0;36.87;211.0;115.0;17.94;179.8;116.0;8.09;11.4;5.0;3.08;65.98;3;0
51980;Male;31.0;VA;146;415 325 93 59;None;0;205.4;101.0;34.92;134.9;77.0;11.47;310.5;83.0;13.97;10.3;2.0;2.78;63.14;3;0
52010;Male;24.0;KY;122;415 241 77 61;None;0;168.3;96.0;28.61;87.6;91.0;7.45;247.2;87.0;11.12;8.4;6.0;2.27;49.45;1;0
52021;Male;;MD;117;415 923 54 43;Voice mail;23;198.1;86.0;33.68;177.0;86.0;15.05;180.5;92.0;8.12;6.8;6.0;1.84;58.69;1;0
52075;Male;45.0;PA;101;415 658 27 88;None;0;206.6;105.0;35.12;224.9;117.0;19.12;249.9;100.0;11.25;14.6;3.0;3.94;69.43;0;0
52098;Male;23.0;CT;50;408 378 65 48;None;0;301.7;82.0;51.29;167.1;118.0;14.2;72.2;89.0;3.25;10.5;6.0;2.84;71.58;1;0
52159;Male;21.0;KY;89;408 706 90 50;None;0;192.1;83.0;32.66;163.6;88.0;13.91;169.7;138.0;7.64;6.1;3.0;1.65;55.86;0;0
52183;Male;;WV;127;510 695 54 23;None;0;224.3;112.0;38.13;185.7;103.0;15.78;159.4;83.0;7.17;10.0;1.0;2.7;63.78;2;0
52222;Female;41.0;ID;193;415 116 64 95;None;0;96.8;92.0;16.46;142.6;103.0;12.12;210.1;115.0;9.45;10.9;5.0;2.94;40.97;2;1
52260;Male;;WV;73;415 727 61 62;None;0;240.3;130.0;40.85;162.5;83.0;13.81;231.9;136.0;10.44;11.9;3.0;3.21;68.31;0;0
52272;Male;38.0;DC;123;415 473 15 20;None;0;211.0;92.0;35.87;217.0;102.0;18.45;214.8;104.0;9.67;9.8;7.0;2.65;66.64;3;0
52283;Female;32.0;DC;126;510 758 45 38;None;0;122.4;88.0;20.81;143.8;111.0;12.22;157.0;106.0;7.07;11.5;3.0;3.11;43.21;1;0
52308;Female;;MA;98;510 223 85 45;None;0;271.4;119.0;46.14;190.4;102.0;16.18;284.7;118.0;12.81;11.1;6.0;3.0;78.13;4;1
52311;Female;;NV;148;510 276 55 42;None;0;216.2;95.0;36.75;185.7;105.0;15.78;300.0;143.0;13.5;10.0;5.0;2.7;68.73;2;0
52315;Female;41.0;HI;117;408 797 85 40;None;0;102.3;100.0;17.39;135.2;104.0;11.49;199.7;93.0;8.99;15.7;10.0;4.24;42.11;3;0
52330;Male;38.0;KS;73;408 920 39 46;None;0;194.8;112.0;33.12;167.2;85.0;14.21;100.3;61.0;4.51;10.8;6.0;2.92;54.76;1;0
52336;Male;39.0;PA;87;408 997 20 13;Voice mail;30;262.8;114.0;44.68;215.8;130.0;18.34;154.8;88.0;6.97;7.8;2.0;2.11;72.1;0;0
52348;Female;32.0;VT;111;408 379 16 63;None;0;99.3;112.0;16.88;270.5;136.0;22.99;225.3;94.0;10.14;9.0;6.0;2.43;52.44;3;0
52375;Male;41.0;SD;87;510 892 60 83;None;0;184.5;81.0;31.37;172.0;103.0;14.62;183.4;96.0;8.25;13.7;3.0;3.7;57.94;3;0
52383;Female;35.0;VT;142;415 804 49 71;None;0;232.5;74.0;39.53;181.8;142.0;15.45;203.1;86.0;9.14;10.4;6.0;2.81;66.93;4;0
52438;Male;39.0;KS;92;408 886 79 42;International;0;62.6;111.0;10.64;180.6;126.0;15.35;221.7;80.0;9.98;10.4;2.0;2.81;38.78;1;1
52452;Male;41.0;MT;100;415 352 57 26;None;0;96.5;86.0;16.41;210.2;133.0;17.87;146.4;106.0;6.59;12.5;3.0;3.38;44.25;1;1
52472;Male;31.0;TX;1;415 361 31 35;None;0;182.1;106.0;30.96;134.9;106.0;11.47;152.3;75.0;6.85;10.0;3.0;2.7;51.98;5;1
52480;Male;32.0;ND;48;415 289 90 51;None;0;210.8;84.0;35.84;189.6;98.0;16.12;157.6;99.0;7.09;16.4;3.0;4.43;63.48;2;0
52532;Female;31.0;VA;136;415 560 31 74;Voice mail;35;205.5;86.0;34.94;298.5;119.0;25.37;214.2;104.0;9.64;6.9;4.0;1.86;71.81;1;0
52535;Female;25.0;WI;67;510 121 95 53;None;0;109.1;134.0;18.55;142.3;76.0;12.1;91.2;86.0;4.1;10.9;5.0;2.94;37.69;2;0
52542;Male;36.0;NV;121;408 495 63 93;Voice mail;44;116.0;85.0;19.72;150.1;120.0;12.76;246.8;98.0;11.11;12.0;2.0;3.24;46.83;1;0
52587;Male;45.0;NH;149;415 241 17 97;None;0;119.2;88.0;20.26;168.3;110.0;14.31;204.7;119.0;9.21;12.2;6.0;3.29;47.07;4;1
52613;Male;;SC;93;415 220 28 37;None;0;190.2;68.0;32.33;262.2;64.0;22.29;130.0;92.0;5.85;8.8;4.0;2.38;62.85;0;0
52644;Female;;LA;149;415 115 96 68;Voice mail;20;198.9;77.0;33.81;274.0;88.0;23.29;190.7;76.0;8.58;14.3;9.0;3.86;69.54;1;0
52675;Female;;DE;183;415 111 98 29;Voice mail;8;86.5;119.0;14.71;285.2;97.0;24.24;180.4;133.0;8.12;8.7;2.0;2.35;49.42;2;0
52686;Female;28.0;OH;132;415 962 82 55;Voice mail;10;182.9;54.0;31.09;292.4;68.0;24.85;142.3;116.0;6.4;11.5;4.0;3.11;65.45;0;0
52713;Male;38.0;MD;102;415 455 63 43;None;0;129.5;56.0;22.02;354.2;118.0;30.11;145.5;93.0;6.55;10.9;3.0;2.94;61.62;1;0
52759;Female;33.0;OH;75;415 632 92 70;None;0;150.6;99.0;25.6;301.5;83.0;25.63;158.7;104.0;7.14;8.1;5.0;2.19;60.56;0;0
52812;Male;;WI;69;510 359 49 16;International;0;279.8;90.0;47.57;248.7;91.0;21.14;171.0;118.0;7.69;8.4;10.0;2.27;78.67;2;1
52859;Female;46.0;TN;68;415 797 18 59;None;0;222.8;99.0;37.88;175.8;85.0;14.94;202.0;111.0;9.09;11.0;3.0;2.97;64.88;3;0
52860;Female;30.0;MA;93;415 790 16 82;Voice mail;31;237.2;85.0;40.32;213.1;100.0;18.11;192.7;87.0;8.67;10.7;4.0;2.89;69.99;1;0
52911;Female;;VA;127;408 802 22 50;Voice mail;25;173.0;91.0;29.41;245.8;64.0;20.89;300.0;99.0;13.5;4.8;3.0;1.3;65.1;0;0
53008;Male;29.0;WA;63;408 312 39 38;None;0;211.7;107.0;35.99;271.7;77.0;23.09;203.3;108.0;9.15;7.4;7.0;2.0;70.23;0;0
53040;Male;33.0;VT;97;415 830 75 94;None;0;112.7;119.0;19.16;217.7;109.0;18.5;152.1;76.0;6.84;6.5;5.0;1.76;46.26;1;0
53103;Male;29.0;TX;150;510 271 30 40;None;0;178.9;101.0;30.41;169.1;110.0;14.37;148.6;100.0;6.69;13.8;3.0;3.73;55.2;4;1
53122;Female;41.0;OH;94;415 764 50 48;None;0;181.3;135.0;30.82;182.4;108.0;15.5;180.6;103.0;8.13;6.7;2.0;1.81;56.26;0;0
53136;Male;38.0;WY;157;415 491 78 11;International;0;180.4;123.0;30.67;194.0;98.0;16.49;227.3;88.0;10.23;8.4;5.0;2.27;59.66;0;0
53197;Female;;DC;66;415 372 27 86;None;0;146.4;107.0;24.89;196.5;99.0;16.7;230.1;106.0;10.35;7.8;2.0;2.11;54.05;1;0
53250;Male;;NC;162;408 838 29 31;Voice mail;26;179.7;144.0;30.55;218.1;129.0;18.54;212.3;105.0;9.55;9.3;8.0;2.51;61.15;1;1
53251;Female;;PA;122;415 694 73 21;None;0;35.1;62.0;5.97;180.8;89.0;15.37;251.6;58.0;11.32;12.7;2.0;3.43;36.09;1;0
53290;Female;40.0;AZ;100;415 167 89 90;None;0;188.5;152.0;32.05;148.3;115.0;12.61;179.8;88.0;8.09;15.2;5.0;4.1;56.85;2;0
53334;Male;34.0;AR;127;415 874 59 42;International;0;143.2;60.0;24.34;179.5;159.0;15.26;171.8;122.0;7.73;6.2;4.0;1.67;49.0;4;1
53484;Female;;AL;70;415 959 84 34;None;0;230.3;110.0;39.15;77.9;87.0;6.62;247.1;105.0;11.12;13.2;4.0;3.56;60.45;1;0
53536;Male;33.0;WI;63;510 182 74 68;Voice mail;34;152,2;119.0;25.87;227.1;91.0;19.3;195.7;103.0;8.81;12.3;5.0;3.32;57.3;1;0
53573;Female;;MD;120;415 863 18 55;Voice mail;39;200.3;68.0;34.05;220.4;97.0;18.73;253.8;116.0;11.42;10.5;4.0;2.84;67.04;0;0
53583;Female;45.0;MI;59;415 652 75 22;None;0;204.3;65.0;34.73;247.3;123.0;21.02;214.7;94.0;9.66;12.0;4.0;3.24;68.65;1;0
53585;Male;;WA;177;415 765 83 80;None;0;266.1;91.0;45.24;225.2;79.0;19.14;224.7;58.0;10.11;8.9;8.0;2.4;76.89;3;1
53586;Female;42.0;NC;75;408 336 65 18;None;0;203.3;70.0;34.56;228.9;97.0;19.46;222.2;118.0;10.0;14.3;3.0;3.86;67.88;1;0
53601;Female;38.0;MI;70;510 915 90 74;None;0;129.9;102.0;22.08;208.7;133.0;17.74;231.4;93.0;10.41;14.3;3.0;3.86;54.09;1;0
53621;Female;;AL;13;415 987 79 95;None;0;143.1;139.0;24.33;239.6;88.0;20.37;221.7;123.0;9.98;7.1;5.0;1.92;56.6;2;0
53629;Female;34.0;AL;90;415 579 59 71;None;0;214.9;97.0;36.53;117.8;117.0;10.01;133.7;78.0;6.02;11.8;2.0;3.19;55.75;2;0
53656;Male;30.0;KY;73;408 208 46 71;None;0;94.9;121.0;16.13;253.2;83.0;21.52;175.1;86.0;7.88;14.2;2.0;3.83;49.36;2;0
53663;Male;32.0;LA;109;415 129 97 66;Voice mail;27;166.9;85.0;28.37;221.2;92.0;18.8;197.3;97.0;8.88;12.3;4.0;3.32;59.37;1;1
53676;Female;26.0;MN;51;510 369 66 19;None;0;259.9;114.0;44.18;176.2;94.0;14.98;77.2;112.0;3.47;15.3;1.0;4.13;66.76;1;0
53730;Female;;AR;100;510 393 57 91;None;0;142,5;87.0;24.23;195.7;88.0;16.63;122.1;117.0;5.49;7.8;8.0;2.11;48.46;2;0
53752;Female;;MS;73;415 739 94 65;Voice mail;31;82.3;105.0;13.99;256.1;91.0;21.77;229.6;98.0;10.33;11.8;2.0;3.19;49.28;6;1
53764;Male;40.0;MI;67;510 423 92 44;Voice mail;35;245.4;89.0;41.72;148.2;102.0;12.6;274.0;136.0;12.33;7.5;6.0;2.03;68.68;1;0
53826;Female;48.0;UT;170;415 424 27 51;None;0;285.7;44.0;48.57;167.5;144.0;14.24;260.0;97.0;11.7;8.7;4.0;2.35;76.86;1;1
53841;Female;;NE;80;415 796 60 29;None;0;127.8;67.0;21.73;181.6;112.0;15.44;197.3;63.0;8.88;15.9;2.0;4.29;50.34;2;0
53898;Female;;UT;118;415 112 77 26;Voice mail;24;118.1;83.0;20.08;109.6;72.0;9.32;245.5;73.0;11.05;16.9;2.0;4.56;45.01;1;0
53941;Male;44.0;CO;159;408 449 19 20;International;0;257.1;53.0;43.71;312.2;127.0;26.54;183.0;82.0;8.24;8.8;6.0;2.38;80.87;1;1
53962;Male;;KS;110;415 976 44 97;International;0;293.3;79.0;49.86;188.5;90.0;16.02;266.9;91.0;12.01;14.5;4.0;3.92;81.81;0;1
53999;Female;38.0;NY;163;408 935 33 19;None;0;247.7;77.0;42.11;269.5;108.0;22.91;167.3;82.0;7.53;9.6;7.0;2.59;75.14;0;1
54020;Female;;LA;172;408 988 22 59;None;0;212.0;121.0;36.04;31.2;115.0;2.65;293.3;78.0;13.2;12.6;10.0;3.4;55.29;3;0
54065;Female;;NM;56;408 644 23 48;None;0;146.1;57.0;24.84;196.2;97.0;16.68;310.1;110.0;13.95;9.2;3.0;2.48;57.95;0;0
54088;Male;40.0;OK;180;415 258 85 48;None;0;143.5;121.0;24.4;189.3;111.0;16.09;174.9;82.0;7.87;8.8;5.0;2.38;50.74;3;0
54145;Male;;AK;1;408 401 93 11;None;0;175,2;74.0;29.78;151.7;79.0;12.89;230.5;109.0;10.37;5.3;3.0;1.43;54.47;1;0
54157;Female;36.0;WA;86;510 290 74 51;None;0;150.5;92.0;25.59;120.3;95.0;10.23;271.2;96.0;12.2;9.0;2.0;2.43;50.45;1;0
54161;Female;35.0;UT;72;415 946 80 32;None;0;118.2;106.0;20.09;167.2;136.0;14.21;214.2;106.0;9.64;12.2;3.0;3.29;47.23;3;0
54191;Female;36.0;DE;115;415 485 89 77;;0;195.9;111.0;33.3;227.0;108.0;19.3;313.2;113.0;14.09;13.2;1.0;3.56;70.25;2;0
54202;Female;42.0;TX;130;408 293 61 87;None;0;252.0;101.0;42.84;170.2;105.0;14.47;209.2;64.0;9.41;5.7;5.0;1.54;68.26;0;0
54258;Male;40.0;HI;105;510 376 34 27;None;0;227.4;121.0;38.66;268.5;89.0;22.82;143.3;82.0;6.45;13.0;4.0;3.51;71.44;1;0
54294;Female;36.0;NE;123;510 578 79 63;None;0;194.0;118.0;32.98;242.0;114.0;20.57;146.3;108.0;6.58;12.1;4.0;3.27;63.4;1;0
54300;Female;43.0;FL;106;408 696 74 97;None;0;178.4;143.0;30.33;247.0;123.0;21.0;259.9;105.0;11.7;9.6;2.0;2.59;65.62;0;0
54337;Male;33.0;AZ;97;408 350 83 99;Voice mail;25;141.0;101.0;23.97;212.0;85.0;18.02;175.2;138.0;7.88;4.9;2.0;1.32;51.19;3;0
54395;Female;29.0;NJ;147;415 851 40 98;Voice mail;36;254.2;78.0;43.21;228.1;105.0;19.39;98.0;125.0;4.41;13.8;7.0;3.73;70.74;5;0
54399;Male;23.0;NE;194;408 180 91 20;None;0;48.4;101.0;8.23;281.1;138.0;23.89;218.5;87.0;9.83;18.2;1.0;4.91;46.86;1;0
54420;Female;40.0;MT;60;415 917 72 97;None;0;145.0;133.0;24.65;209.1;92.0;17.77;328.5;112.0;14.78;14.6;2.0;3.94;61.14;1;0
54440;Female;39.0;DE;97;415 987 50 55;Voice mail;32;183.4;94.0;31.18;269.1;120.0;22.87;203.5;38.0;9.16;6.7;4.0;1.81;65.02;5;0
54489;Female;49.0;MO;120;415 750 14 75;Voice mail;24;212.7;73.0;36.16;257.5;103.0;21.89;227.8;119.0;10.25;9.7;13.0;2.62;70.92;2;0
54640;Female;;CT;40;510 418 34 75;International;0;220.8;100.0;37.54;265.7;106.0;22.58;212.8;94.0;9.58;6.4;3.0;1.73;71.43;0;0
54743;Female;36.0;FL;79;510 737 87 75;None;0;130.2;119.0;22.13;290.9;121.0;24.73;194.8;140.0;8.77;14.0;6.0;3.78;59.41;3;0
54807;Female;35.0;CO;54;510 733 51 88;Voice mail;39;117.6;82.0;19.99;159.2;60.0;13.53;236.4;113.0;10.64;11.3;10.0;3.05;47.21;2;0
54843;Male;34.0;AK;146;415 380 49 87;None;0;195.9;86.0;33.3;228.6;82.0;19.43;303.5;94.0;13.66;12.2;4.0;3.29;69.68;3;0
54845;Male;36.0;ND;127;415 551 88 82;Voice mail;23;182.0;80.0;30.94;216.1;85.0;18.37;156.9;82.0;7.06;9.8;4.0;2.65;59.02;1;0
54870;Female;;MN;85;415 152 55 79;None;0;255.3;114.0;43.4;194.6;83.0;16.54;276.6;78.0;12.45;3.7;5.0;1.0;73.39;3;0
54974;Female;;IL;70;408 633 93 44;None;0;208.7;97.0;35.48;275.5;83.0;23.42;182.5;122.0;8.21;8.0;3.0;2.16;69.27;2;0
55073;Female;23.0;GA;202;510 976 10 27;None;0;115.4;137.0;19.62;178.7;70.0;15.19;185.7;113.0;8.36;6.0;3.0;1.62;44.79;3;0
55103;Male;28.0;CA;116;415 819 57 91;Voice mail;34;268.6;83.0;45.66;178.2;142.0;15.15;166.3;106.0;7.48;11.6;3.0;3.13;71.42;2;0
55114;Male;26.0;MI;78;510 355 61 62;None;0;137.4;109.0;23.36;237.6;49.0;20.2;206.7;136.0;9.3;14.0;11.0;3.78;56.64;3;0
55129;Male;36.0;NC;64;510 161 95 35;International, Voice mail;33;127.2;93.0;21.62;162.9;104.0;13.85;247.4;109.0;11.13;8.1;13.0;2.19;48.79;0;0
55140;Male;46.0;NE;124;510 903 66 68;None;0;191.3;134.0;32.52;261.5;113.0;22.23;182.3;111.0;8.2;10.0;3.0;2.7;65.65;1;0
55154;Male;41.0;HI;49;510 646 28 81;None;0;119.3;117.0;20.28;215.1;109.0;18.28;178.7;90.0;8.04;11.1;1.0;3.0;49.6;1;0
55229;Female;27.0;SD;114;415 238 96 61;Voice mail;36;309.9;90.0;52.68;200.3;89.0;17.03;183.5;105.0;8.26;14.2;2.0;3.83;81.8;1;0
55285;Female;;KY;38;408 360 63 52;Voice mail;36;115.4;98.0;19.62;166.2;83.0;14.13;184.7;79.0;8.31;15.2;6.0;4.1;46.16;2;0
55329;Female;;NH;119;408 336 32 66;None;0;138.3;89.0;23.51;170.5;78.0;14.49;263.9;98.0;11.88;13.5;6.0;3.65;53.53;3;0
55331;Female;46.0;NM;147;510 373 19 83;None;0;248.6;83.0;42.26;148.9;85.0;12.66;172.5;109.0;7.76;8.0;4.0;2.16;64.84;3;0
55334;Female;36.0;CT;73;415 721 66 30;Voice mail;47;173.7;117.0;29.53;204.0;114.0;17.34;174.6;94.0;7.86;6.3;3.0;1.7;56.43;2;0
55361;Female;;WV;59;510 322 79 75;None;0;189.7;100.0;32.25;115.9;133.0;9.85;220.6;115.0;9.93;7.4;4.0;2.0;54.03;0;0
55395;Female;39.0;VA;115;415 115 64 73;None;0;132.0;90.0;22.44;197.5;75.0;16.79;175.8;114.0;7.91;0.0;0.0;0.0;47.14;3;0
55422;Female;40.0;TN;105;408 342 62 52;None;0;206.2;84.0;35.05;256.4;138.0;21.79;117.1;91.0;5.27;9.0;3.0;2.43;64.54;1;0
55434;Male;37.0;MO;174;510 250 12 57;;0;235.5;108.0;40.04;142.3;143.0;12.1;316.7;131.0;14.25;12.5;5.0;3.38;69.77;0;0
55519;Female;34.0;KY;72;408 536 16 19;None;0;177.1;97.0;30.11;184.7;105.0;15.7;174.1;94.0;7.83;8.0;6.0;2.16;55.8;1;0
55613;Female;31.0;ID;127;408 660 75 92;None;0;102.8;128.0;17.48;143.7;95.0;12.21;191.4;97.0;8.61;10.0;5.0;2.7;41.0;1;0
55614;Male;;ND;122;408 552 85 61;None;0;231.2;141.0;39.3;267.8;136.0;22.76;240.3;100.0;10.81;8.8;5.0;2.38;75.25;1;1
55715;Male;31.0;OH;63;415 921 80 77;International, Voice mail;36;199.0;110.0;33.83;291.3;111.0;24.76;197.6;92.0;8.89;11.0;6.0;2.97;70.45;1;0
55727;Female;36.0;TX;38;510 679 28 89;None;0;149.0;92.0;25.33;49.2;78.0;4.18;163.3;93.0;7.35;13.9;11.0;3.75;40.61;0;0
55755;Female;27.0;PA;119;408 562 69 93;;0;260.1;101.0;44.22;256.5;68.0;21.8;229.1;89.0;10.31;10.0;2.0;2.7;79.03;1;1
55833;Female;34.0;OH;109;415 992 76 12;None;0;193,6;58.0;32.91;148.7;115.0;12.64;282.5;105.0;12.71;13.1;1.0;3.54;61.8;2;0
55847;Female;35.0;RI;75;415 636 79 57;None;0;122.8;89.0;20.88;211.3;104.0;17.96;261.4;91.0;11.76;10.7;2.0;2.89;53.49;2;0
55863;Male;33.0;OR;101;415 119 92 80;None;0;118.6;89.0;20.16;199.6;97.0;16.97;53.3;61.0;2.4;11.5;5.0;3.11;42.64;1;0
55876;Male;;NY;104;415 505 10 73;None;0;264.0;108.0;44.88;132.2;75.0;11.24;177.7;91.0;8.0;10.6;8.0;2.86;66.98;3;0
55914;Female;26.0;WA;96;415 268 83 59;None;0;276.9;105.0;47.07;246.9;94.0;20.99;254.4;107.0;11.45;10.3;3.0;2.78;82.29;1;1
55949;Female;35.0;CO;101;408 203 20 37;Voice mail;23;262.2;101.0;44.57;157.0;80.0;13.35;129.1;100.0;5.81;7.3;14.0;1.97;65.7;1;0
55957;Female;42.0;CT;72;408 487 61 23;Voice mail;21;186.7;108.0;31.74;335.0;86.0;28.48;187.2;119.0;8.42;16.5;4.0;4.46;73.1;1;0
55964;Female;36.0;NC;86;510 152 65 57;None;0;190.5;115.0;32.39;179.6;130.0;15.27;258.5;89.0;11.63;10.1;5.0;2.73;62.02;3;0
55991;Female;45.0;LA;67;510 328 96 53;None;0;310.4;97.0;52.77;66.5;123.0;5.65;246.5;99.0;11.09;9.2;10.0;2.48;71.99;4;0
55999;Female;41.0;TX;32;408 561 63 93;None;0;157.9;88.0;26.84;180.8;132.0;15.37;132.5;102.0;5.96;12.8;3.0;3.46;51.63;1;0
56016;Female;33.0;MA;101;415 400 28 33;Voice mail;21;238.0;88.0;40.46;209.6;84.0;17.82;233.0;95.0;10.49;10.0;5.0;2.7;71.47;2;0
56028;Male;46.0;SC;99;415 885 37 25;None;0;174.1;102.0;29.6;99.1;118.0;8.42;211.6;126.0;9.52;7.7;2.0;2.08;49.62;2;0
56049;Male;34.0;IN;168;415 216 55 52;None;0;183.2;131.0;31.14;179.2;73.0;15.23;292.8;100.0;13.18;9.9;5.0;2.67;62.22;2;0
56113;Male;;WI;90;408 407 28 73;None;0;61.3;91.0;10.42;194.4;94.0;16.52;143.1;80.0;6.44;11.4;9.0;3.08;36.46;1;0
56125;Male;38.0;NY;59;408 692 81 31;None;0;107.8;113.0;18.33;216.6;125.0;18.41;217.5;92.0;9.79;9.9;3.0;2.67;49.2;2;0
56143;Male;20.0;DC;101;415 858 97 25;None;0;257.3;84.0;43.74;184.8;115.0;15.71;108.9;109.0;4.9;13.5;7.0;3.65;68.0;0;0
56173;Male;38.0;WA;121;408 950 33 62;None;0;207.9;98.0;35.34;210.5;96.0;17.89;109.6;114.0;4.93;7.7;2.0;2.08;60.24;2;0
56198;Male;32.0;CO;74;415 927 90 42;None;0;225.2;93.0;38.28;215.1;120.0;18.28;241.8;95.0;10.88;9.1;2.0;2.46;69.9;2;0
56299;Male;27.0;MO;135;510 223 91 42;None;0;246.8;129.0;41.96;187.8;121.0;15.96;154.5;109.0;6.95;12.6;5.0;3.4;68.27;1;0
56303;Male;37.0;SD;139;510 779 41 85;None;0;196.0;135.0;33.32;186.0;146.0;15.81;153.0;92.0;6.89;9.8;1.0;2.65;58.67;3;0
56336;Male;35.0;NE;96;415 264 13 90;None;0;180.6;92.0;30.7;190.9;114.0;16.23;295.6;125.0;13.3;10.3;4.0;2.78;63.01;1;1
56341;Female;43.0;NY;89;415 438 72 23;None;0;89.5;66.0;15.22;179.3;104.0;15.24;225.1;116.0;10.13;12.3;1.0;3.32;43.91;3;0
56503;Male;55.0;RI;150;415 519 28 71;Voice mail;29;209.9;77.0;35.68;158.0;52.0;13.43;141.9;113.0;6.39;6.6;1.0;1.78;57.28;0;0
56507;Male;33.0;RI;113;415 403 94 71;None;0;90.6;130.0;15.4;170.6;100.0;14.5;137.4;74.0;6.18;5.4;9.0;1.46;37.54;1;0
56508;Male;27.0;VT;85;415 464 87 47;None;0;176.4;122.0;29.99;224.9;123.0;19.12;219.6;50.0;9.88;11.5;1.0;3.11;62.1;1;0
56571;Female;35.0;KY;90;415 963 26 40;None;0;193.7;83.0;32.93;154.2;79.0;13.11;299.0;60.0;13.46;12.7;3.0;3.43;62.93;1;0
56653;Male;29.0;PA;108;510 997 96 84;Voice mail;25;170.7;88.0;29.02;109.9;113.0;9.34;165.7;99.0;7.46;8.7;1.0;2.35;48.17;3;0
56703;Female;23.0;WA;161;415 183 42 71;None;0;151.6;117.0;25.77;219.4;87.0;18.65;224.7;68.0;10.11;4.0;5.0;1.08;55.61;1;0
56706;Female;27.0;TN;148;415 401 81 50;Voice mail;36;77.6;141.0;13.19;207.0;60.0;17.6;255.7;115.0;11.51;10.9;2.0;2.94;45.24;1;0
56739;Female;37.0;AZ;138;415 904 76 68;None;0;87.6;112.0;14.89;266.9;107.0;22.69;214.6;104.0;9.66;9.8;10.0;2.65;49.89;2;0
56740;Male;43.0;RI;120;415 962 76 59;Voice mail;23;221.9;114.0;37.72;254.7;84.0;21.65;250.5;117.0;11.27;7.2;5.0;1.94;72.58;2;0
56763;Male;39.0;CT;124;415 752 40 95;None;0;131.8;82.0;22.41;284.3;119.0;24.17;305.5;101.0;13.75;11.3;2.0;3.05;63.38;1;0
56822;Female;29.0;VA;141;415 214 15 81;None;0;217.1;110.0;36.91;241.5;111.0;20.53;253.5;103.0;11.41;12.0;6.0;3.24;72.09;0;0
56948;Male;31.0;WV;120;510 868 35 41;None;0;192.6;123.0;32.74;206.4;105.0;17.54;283.2;93.0;12.74;10.8;3.0;2.92;65.94;1;0
56979;Female;35.0;KY;125;408 959 56 34;None;0;191.6;115.0;32.57;205.6;108.0;17.48;210.2;123.0;9.46;9.2;3.0;2.48;61.99;2;0
57000;Female;45.0;AL;95;408 578 20 82;;0;190.2;119.0;32.33;157.1;70.0;13.35;181.5;120.0;8.17;14.0;6.0;3.78;57.63;0;0
57046;Male;;VT;119;510 605 83 15;None;0;190.4;74.0;32.37;215.6;113.0;18.33;161.2;111.0;7.25;10.0;1.0;2.7;60.65;2;0
57089;Male;29.0;MS;107;510 741 76 86;International;0;273.5;104.0;46.5;183.8;68.0;15.62;153.8;67.0;6.92;11,0;9.0;2.97;72.01;2;0
57109;Female;42.0;NY;167;415 126 22 96;None;0;166.4;85.0;28.29;243.2;135.0;20.67;229.2;95.0;10.31;9.9;5.0;2.67;61.94;1;0
57124;Female;52.0;RI;65;415 286 36 57;None;0;111.0;51.0;18.87;219.8;84.0;18.68;202.0;89.0;9.09;4.4;14.0;1.19;47.83;1;0
57157;Male;;AL;49;415 677 78 58;Voice mail;28;214.4;78.0;36.45;235.2;100.0;19.99;206.2;107.0;9.28;8,0;13.0;2.16;67.88;3;0
57188;Male;;WV;93;415 692 86 57;None;0;141.7;95.0;24.09;221.0;100.0;18.79;227.1;71.0;10.22;10.2;3.0;2.75;55.85;0;0
57218;Female;25.0;VT;50;415 383 20 76;International, Voice mail;26;307.1;94.0;52.21;289.4;78.0;24.6;174.9;109.0;7.87;8.0;3.0;2.16;86.84;0;0
57306;Male;30.0;NY;60;510 595 68 14;Voice mail;31;191.8;75.0;32.61;267.8;135.0;22.76;200.5;62.0;9.02;12.8;3.0;3.46;67.85;2;0
57384;Female;;NV;129;415 137 98 81;None;0;150.0;98.0;25.5;232.4;101.0;19.75;261.2;123.0;11.75;12.5;6.0;3.38;60.38;1;0
57407;Male;24.0;MD;125;415 863 61 26;None;0;224.9;102.0;38.23;143.8;87.0;12.22;198.9;105.0;8.95;8.0;2.0;2.16;61.56;0;0
57415;Male;34.0;CO;107;415 286 45 99;None;0;204.5;108.0;34.77;162.4;110.0;13.8;155.0;102.0;6.98;13.4;1.0;3.62;59.17;3;0
57463;Male;32.0;AZ;92;415 790 83 71;International, Voice mail;45;281.1;88.0;47.79;198.0;103.0;16.83;94.3;76.0;4.24;7.5;3.0;2.03;70.89;0;0
57478;Female;;DE;53;415 828 98 30;Voice mail;32;131.2;63.0;22.3;227.4;125.0;19.33;178.9;105.0;8.05;12.8;2.0;3.46;53.14;2;0
57481;Female;29.0;AL;85;408 250 41 78;None;0;127.9;107.0;21.74;271.2;124.0;23.05;202.2;76.0;9.1;12.5;5.0;3.38;57.27;0;0
